40.487238,12.635761,6.557719,4.200891,10.880912,1.773316,9.966951,30.648003,22.976627,17.722134,34.580044,24.819223,18.034734,32.904692,25.798964,01.000000
43.247499,13.828206,1.586224,5.933622,4.784105,2.999788,5.538647,26.136791,22.837628,15.010951,30.756332,26.168169,19.566311,25.403627,21.584069,01.000000
38.419914,12.505425,3.48028,4.239057,10.2074,2.231139,10.376385,29.894401,22.985176,16.930206,33.464625,24.295077,17.65962,31.71913,26.393506,01.000000
43.244711,15.490279,3.693982,3.240581,3.061056,1.574718,1.264924,19.111219,12.494918,9.48103,23.776041,16.68532,11.575138,22.358543,13.297134,01.000000
38.70588,12.839491,3.702907,4.914274,9.844764,1.866822,9.544017,30.38732,21.979075,17.131254,33.662629,23.422116,18.135817,31.224113,25.070886,01.000000
43.776029,18.155634,4.318917,5.747699,0.964084,2.96958,2.421448,15.448955,9.099168,6.800817,21.759955,16.568537,9.507621,22.254733,15.797347,01.000000
39.353556,13.448279,3.637563,4.357126,9.338186,1.890161,8.988068,29.721335,21.415753,16.530591,33.407427,23.245358,18.131494,31.216818,25.962161,01.000000
52.004631,24.45952,5.616985,15.458094,3.319708,2.799107,4.46271,16.105344,7.827507,4.74995,21.776944,10.485057,6.421414,23.782766,14.814517,01.000000
39.147819,13.540613,4.110806,4.430758,9.528596,2.161439,9.362575,30.165883,22.455744,16.942358,33.924357,23.520854,18.652418,31.748776,26.010052,01.000000
48.100446,21.878552,3.623675,25.867525,5.452327,3.371419,5.594703,21.1612,8.740374,6.961463,24.665496,11.53051,8.001799,24.338741,12.006308,01.000000
38.792989,12.543674,3.937433,4.510259,9.20028,2.083633,8.810578,31.01055,24.610649,17.038058,35.73668,27.035279,19.162043,33.546207,28.447266,01.000000
30.763834,24.431334,30.68964,65.546076,7.7446,3.700062,5.828164,34.19007,6.103233,8.881074,26.757609,13.112455,8.20267,32.353429,11.239602,01.000000
39.503742,12.871779,3.336497,4.557672,10.574204,2.736427,10.602139,32.26109,26.413765,18.029526,36.385573,27.327746,19.603015,33.977599,29.136298,01.000000
40.071991,12.393764,3.0379,3.775384,11.193038,2.877323,11.413579,31.564551,25.279112,18.047187,35.394852,26.12737,19.219706,33.478507,29.002877,01.000000
3.146777,3.2187,19.719775,27.732284,28.218713,10.707157,25.736743,45.762335,32.337736,24.715557,44.320387,33.918477,30.468328,56.162635,36.189761,01.000000
39.182356,12.350081,2.866467,4.756323,10.890462,2.265595,10.853208,32.134555,25.761418,18.858872,35.651305,27.01412,19.915352,33.943188,30.377967,01.000000
1.407081,1.522659,7.502993,12.496902,14.701466,7.126867,12.586816,25.522763,16.842056,13.032044,15.640663,23.188533,26.330015,45.996068,29.270319,01.000000
38.763611,12.145108,2.868573,5.043253,11.28781,2.330702,10.835354,33.887648,26.710056,19.684875,38.131565,29.099392,21.364969,35.557697,31.351362,01.000000
4.074511,4.741153,2.531244,14.566491,10.960333,4.793753,8.453182,25.098584,12.114922,6.058298,15.866892,15.177193,12.015592,17.640172,17.607296,01.000000
39.807488,12.397595,3.512099,5.28054,11.37644,2.520792,11.462097,33.380753,25.433318,19.541664,37.838917,28.111049,21.841171,35.261093,31.563569,01.000000
4.543846,3.880734,1.99078,12.191261,4.44061,1.601747,2.456799,15.880306,5.771764,5.059548,7.83273,1.090177,4.160016,13.054251,5.117367,01.000000
37.647897,11.765251,3.338333,4.516014,11.722772,2.926304,11.973344,34.027892,28.589019,20.473919,38.6337,31.32229,22.36354,36.169558,33.044093,01.000000
8.182093,4.089323,0.762858,12.329421,3.657944,1.028553,3.784047,17.180801,8.363286,7.611101,13.059212,9.421551,9.401947,8.767503,7.064692,01.000000
36.458592,12.308289,3.647055,3.849409,11.789164,3.167666,12.286873,32.991543,28.321575,19.903024,37.616151,30.405746,21.683283,35.273901,31.570472,01.000000
9.014261,4.004577,3.012877,11.202838,4.754789,1.770653,4.357615,16.049072,9.500407,8.526027,11.940854,12.986382,12.537244,2.101256,12.384397,01.000000
37.435767,11.977956,3.621695,4.700082,11.352617,2.961449,12.253765,32.65018,27.849909,19.400779,36.207495,27.351412,20.036601,33.811826,28.184616,01.000000
13.042458,4.955049,5.923528,12.480206,8.920142,2.573928,10.956857,22.962781,17.164672,13.673952,17.190318,18.132611,15.133422,2.047473,12.816519,01.000000
37.354521,12.4549,4.746357,5.384077,10.795185,2.431051,11.274302,33.520363,29.18377,20.276016,36.933095,28.658925,21.283101,34.533408,30.562974,01.000000
16.752011,14.723904,11.771931,16.793783,3.953671,1.921524,5.889902,17.526556,1.909152,4.021661,8.151499,1.320483,4.014993,20.871167,5.721105,01.000000
37.756198,12.624528,4.211972,5.278652,10.251584,2.042806,10.291855,32.967536,28.295716,19.557727,36.351972,27.757827,20.659044,33.578484,28.438435,01.000000
17.543607,30.368403,20.308154,23.399119,5.476033,2.051904,5.769393,22.079445,6.123692,5.896675,7.525181,14.559476,7.194667,28.233717,18.484316,01.000000
35.703157,11.901946,4.252363,5.480284,9.498388,0.993024,8.562589,32.667171,26.475247,19.309919,35.143581,25.312241,19.743509,32.607823,25.847346,01.000000
9.749684,0.454495,17.634377,26.167013,2.916608,3.727011,5.205539,18.825464,8.366204,6.98849,14.231604,17.334756,12.135623,47.652607,19.110368,01.000000
36.311928,12.325227,3.797566,4.99145,8.836504,0.62509,7.473393,30.390282,21.802738,17.011166,33.877116,23.226601,18.635162,31.759547,25.254612,01.000000
5.380791,0.999309,19.985111,23.710781,1.747631,4.096846,4.799903,19.917125,5.720527,6.348627,16.711341,14.033234,10.289367,47.956479,18.305926,01.000000
35.821704,12.04926,4.562466,5.659361,9.449633,0.567697,7.88634,30.984683,21.167094,16.900512,34.459993,22.623687,18.272053,32.659657,25.050264,01.000000
2.983065,3.572982,18.253592,17.033897,3.96417,4.481999,3.623195,16.829464,6.643287,6.232246,14.029403,13.313691,8.578851,44.293031,16.159561,01.000000
36.825038,11.951168,4.559096,5.968445,9.658959,0.519936,7.905972,30.734014,20.25665,16.089268,34.226514,21.024368,17.694268,32.480874,23.673289,01.000000
2.425375,5.173155,15.159895,17.316211,0.874831,5.15134,6.35939,15.772157,7.729047,6.858546,14.868116,15.996317,12.579772,43.387456,19.546615,01.000000
36.654522,12.06381,4.602843,6.212449,9.341017,0.361046,7.654932,31.986313,22.558273,17.859085,35.272148,23.145084,19.317386,32.99959,25.724854,01.000000
3.428997,4.254593,16.56987,21.322428,4.712665,4.73901,2.694956,18.016343,4.496716,6.46814,13.886831,14.823349,11.167229,42.748116,18.830889,01.000000
35.519261,11.809309,4.547018,6.039324,9.034694,0.75931,7.941546,31.401211,22.062607,17.344627,35.14643,23.71412,18.863226,33.155311,26.800061,01.000000
7.393861,2.325274,19.510724,31.3601,4.530242,3.447388,0.69396,22.584244,5.989032,4.892967,17.404,13.796629,8.839493,50.728838,21.875369,01.000000
35.413494,12.309002,4.184116,6.401405,9.113754,0.228285,7.747146,30.587441,20.725474,16.640825,34.570567,22.610423,18.46977,32.778632,25.46043,01.000000
8.563653,0.630122,17.013839,30.676761,5.192287,3.668843,2.057146,20.233322,6.625652,4.70764,16.448024,17.382462,10.315988,54.229822,24.269577,01.000000
36.47198,12.68439,4.159856,5.93912,9.372079,0.90806,8.804601,30.798913,23.26604,17.425501,34.420848,23.676598,19.06373,32.539324,26.687058,01.000000
8.083514,0.936366,16.520028,31.087718,5.607608,3.548123,3.21867,23.399216,3.929334,4.338963,17.612146,15.181399,10.155081,53.172522,22.594489,01.000000
36.029027,12.570848,4.029805,6.109527,9.282367,0.61002,8.568226,31.230188,24.402153,18.278323,35.083971,25.53932,20.05266,33.309553,28.965596,01.000000
10.023361,1.031476,17.047448,31.015257,4.192708,3.101927,2.346978,22.905431,4.677221,3.708851,16.544221,14.263433,9.122261,52.461061,23.81155,01.000000
34.861962,13.255124,4.030871,5.932668,9.509163,0.65483,8.462267,31.09106,22.691876,17.133439,33.934345,21.870455,17.996469,32.211143,25.379019,01.000000
9.581044,1.029755,16.157966,30.108628,6.586303,3.353906,4.718832,24.639575,3.949576,3.194829,14.845862,13.709439,8.693097,50.200578,23.04196,01.000000
36.073513,12.394358,4.615785,5.856105,9.798467,1.233707,9.614536,31.327764,23.686267,18.185627,34.07567,22.908598,18.355335,32.753417,26.433948,01.000000
9.455635,1.027999,16.558231,31.417919,5.247682,3.118215,3.489409,24.538396,4.050855,3.466297,14.912038,14.070437,9.149655,49.996395,23.736215,01.000000
35.035062,12.787119,4.876229,5.916054,9.98867,1.203517,9.542379,31.565489,23.095878,18.053956,34.314042,22.469934,18.326174,33.26945,26.575664,01.000000
9.902873,1.270265,16.177537,31.346446,4.97641,3.166035,3.624677,24.335563,3.682202,3.383189,14.800639,14.003062,9.320916,48.870466,22.857693,01.000000
36.108562,12.906008,5.202908,6.256609,10.316235,1.838471,10.580237,31.919993,24.406606,18.558664,34.829876,23.71862,18.86104,33.601055,27.371692,01.000000
9.665629,1.820371,16.587416,30.547241,5.113304,3.24848,3.329399,23.78109,4.224488,3.555079,16.061038,13.994077,8.890489,51.211364,21.749084,01.000000
36.066739,12.86138,4.459309,6.207047,10.219649,1.166318,9.671431,32.204564,25.051678,18.745602,35.436981,25.00506,19.94632,34.040816,29.636268,01.000000
9.293607,1.805572,17.367193,31.153855,5.383032,3.498559,3.831205,24.44187,4.540505,3.931626,15.492739,14.87444,9.656044,50.100666,23.169094,01.000000
35.470713,12.64505,4.263183,6.07913,10.417871,1.438529,10.090051,32.629463,25.302593,19.228623,36.278685,26.414231,20.827345,34.432638,30.024085,01.000000
9.732989,1.784996,17.376564,31.584768,3.692536,3.386548,3.101922,24.035798,3.875074,4.042941,15.215127,14.016134,8.557548,48.457057,19.943078,01.000000
35.648489,12.845612,4.068562,6.316512,9.812277,1.108857,9.048502,32.088198,24.540047,18.647498,35.99412,25.510151,20.711835,34.481008,29.667839,01.000000
10.005506,1.638074,17.096692,30.670376,4.695901,3.593693,4.764342,23.195004,4.132638,4.316503,14.971124,14.604361,8.279967,48.390986,20.876575,01.000000
